2011-04-05,246
2011-03-28,239
2011-03-22,246
2011-03-14,233
2011-03-08,209
2011-03-01,239
2011-02-22,234
2011-02-16,233
2011-02-09,226
2011-02-01,227
2011-01-25,227
2011-01-18,219
2011-01-11,227
2011-01-02,227
2010-12-06,233
2010-11-30,240
2010-11-23,239
2010-11-17,139
2010-11-04,237
2010-10-29,237
