2011-04-05,419
2011-03-28,361
2011-03-22,386
2011-03-14,366
2011-03-08,320
2011-03-01,365
2011-02-22,357
2011-02-16,431
2011-02-09,403
2011-02-01,373
2011-01-25,370
2011-01-18,393
2011-01-11,354
2011-01-02,326
2010-12-06,405
2010-11-30,421
2010-11-23,372
2010-11-17,209
2010-11-11,341
2010-11-04,386
2010-10-29,365
